,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,health__pct_excessive_drinking,heart_disease_mortality_per_100k
64,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.474,0.054,0.188,0.078,0.505,0.265,0.112,0.051,0.146,0.734,0,0.053,0.079079079,0.241241241,0.326326326,0.353353353,13,6,0.264,0.161,0.097,0.089,0.232,13,11.16,1830,839,b,0.140379051,215.1041412
66,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.567,0.053,0.125,0.045,0.496,0.228,0.166,0.019,0.006,0.957,0.006,0.001,0.083083083,0.392392392,0.336336336,0.188188188,10,11,0.319,0.19,0.091,0.055,0.2,12,20.99,2200,1040,b,0.233940773,241.0010376
79,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.517,0.06,0.163,0.08,0.501,0.225,0.173,0.021,0.01,0.954,0.006,0.008,0.106962664,0.437941473,0.302724521,0.152371342,10,7,0.306,0.187,0.102,0.086,0.28,14,19.49,2650,4189,b,0.180963985,246.5171509
83,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.593,0.037,0.159,0.061,0.508,0.229,0.207,0.015,0.003,0.957,0,0,0.061183551,0.450351053,0.320962889,0.167502508,13,13,0.338,0.184,0.108,0.071,0.288,9,21.03,1690,1659,b,0.19127554,250.8348846
86,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.326,0.099,0.225,0.066,0.497,0.231,0.139,0.002,0,0.988,0.003,0.002,0.226095618,0.413346614,0.246015936,0.114541833,14,12,0.368,0.327,0.143,0.154,0.346,13,37.06,5309,1599,b,0.109771733,388.2037964
88,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.466,0.05,0.277,0.13,0.506,0.273,0.145,0.35,0.005,0.627,0.016,0,0.181,0.286,0.406,0.127,12,8,0.253,0.195,0.078,0.086,0.252,14,24.24,2119,2500,b,0.132465893,235.4399261
89,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.492,0.06,0.179,0.043,0.512,0.225,0.159,0.02,0.102,0.821,0.002,0.033,0.105210421,0.305611222,0.358717435,0.230460922,11,10,0.316,0.182,0.105,0.077,0.226,13,7.78,1269,1689,a,0.172652648,293.1615295
90,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.47,0.047,0.299,0.177,0.507,0.223,0.251,0.163,0.039,0.781,0.009,0.013,0.200392927,0.370333988,0.271119843,0.158153242,10,14,0.3,0.48,0.128,0.086,0.284,9,110.45,4230,3650,a,0.205318475,295.00177
92,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.474,0.049,0.185,0.053,0.499,0.184,0.192,0.013,0.051,0.909,0.008,0.009,0.156407669,0.352169526,0.315842583,0.175580222,9,12,0.316,0.315,0.11,0.093,0.271,13,13.74,3830,1649,a,0.171405481,315.5250854
96,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.376,0.105,0.231,0.053,0.518,0.234,0.201,0.022,0.461,0.503,0.009,0.004,0.223564955,0.452165156,0.249748238,0.074521652,10,13,0.364,0.237,0.182,0.116,0.379,13,47.98,6509,2619,b,0.099247174,344.1949463
99,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.488,0.046,0.282,0.184,0.506,0.203,0.237,0.264,0.026,0.687,0.008,0.004,0.165995976,0.330985915,0.33501006,0.168008048,11,14,0.302,0.48,0.118,0.107,0.324,9,55.08,3860,3910,b,0.228145871,304.2937927
100,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.045,0.142,0.045,0.512,0.218,0.16,0.012,0.043,0.912,0.005,0.005,0.118762475,0.366267465,0.31237525,0.20259481,12,10,0.309,0.174,0.109,0.063,0.237,10,10,1950,1369,a,0.175395596,236.517395
101,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.511,0.05,0.156,0.038,0.514,0.203,0.155,0.163,0.05,0.611,0,0.147,0.08249497,0.241448692,0.206237425,0.469818913,10,7,0.211,0.146,0.068,0.079,0.239,11,5.25,829,809,b,0.167379467,211.1839905
104,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.039,0.092,0.037,0.508,0.212,0.143,0.064,0.018,0.861,0,0.029,0.061023622,0.229330709,0.224409449,0.48523622,7,7,0.206,0.12,0.058,0.075,0.191,12,4.68,1249,849,a,0.182429484,194.8865051
107,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.497,0.039,0.201,0.081,0.498,0.264,0.123,0.073,0.006,0.854,0.034,0.019,0.078411405,0.264765784,0.386965377,0.269857434,15,8,0.293,0.163,0.111,0.069,0.199,10,11.21,1120,1440,a,0.159812239,272.6141052
108,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.567,0.038,0.099,0.063,0.494,0.217,0.232,0.034,0.002,0.961,0.002,0.005,0.093561368,0.356136821,0.34305835,0.207243461,9,16,0.316,0.416,0.102,0.045,0.264,11,44.1,2249,5579,a,0.292210394,257.895874
132,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.395,0.063,0.377,0.145,0.496,0.297,0.134,0.81,0.014,0.171,0.007,0.008,0.334673367,0.260301508,0.231155779,0.173869347,17,7,0.278,0.122,0.1,0.072,0.258,10,11.07,3369,3060,b,0.103796532,237.4185028
133,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.544,0.037,0.168,0.047,0.517,0.197,0.17,0.019,0.007,0.949,0,0.009,0.070121951,0.339430894,0.273373984,0.317073171,8,9,0.258,0.168,0.088,0.061,0.193,11,11.75,1780,1390,a,0.181679124,222.1713562
138,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.557,0.036,0.096,0.025,0.504,0.234,0.129,0.015,0.002,0.937,0.009,0.013,0.108504399,0.377321603,0.278592375,0.235581623,13,9,0.291,0.197,0.076,0.074,0.246,11,16.77,2289,1660,a,0.192218602,239.2341309
149,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.538,0.028,0.163,0.085,0.501,0.254,0.165,0.041,0.01,0.848,0.089,0,0.063508065,0.410282258,0.338709677,0.1875,13,11,0.368,0.269,0.116,0.055,0.275,8,24.63,2670,1340,a,0.21292877,281.5481873
153,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.435,0.063,0.136,0.042,0.49,0.188,0.133,0.024,0.044,0.916,0.001,0.006,0.138415246,0.360080241,0.27883651,0.222668004,9,9,0.323,0.166,0.092,0.071,0.263,11,13.07,1939,1450,a,0.164455758,279.9525452
162,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.507,0.032,0.14,0.112,0.495,0.206,0.213,0.024,0.011,0.891,0.072,0,0.087857848,0.336623889,0.385982231,0.189536032,13,8,0.302,0.189,0.102,0.058,0.275,10,30.32,9510,5579,a,0.227434309,219.9875793
170,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.503,0.065,0.195,0.087,0.504,0.242,0.187,0.026,0.001,0.954,0.004,0.008,0.122877123,0.437562438,0.298701299,0.140859141,12,12,0.309,0.274,0.122,0.076,0.312,14,28.59,5760,8600,b,0.155020292,299.3336792
174,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.464,0.051,0.117,0.056,0.515,0.201,0.189,0.018,0.061,0.903,0.001,0.008,0.106106106,0.442442442,0.235235235,0.216216216,10,12,0.325,0.224,0.115,0.079,0.258,14,15.25,1879,1360,a,0.168535393,273.5878906
176,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.46,0.051,0.199,0.042,0.52,0.203,0.168,0.009,0.068,0.885,0.014,0.013,0.114770459,0.370259481,0.26247505,0.25249501,12,13,0.309,0.233,0.125,0.105,0.316,13,16.14,1370,799,b,0.119796173,291.0951233
179,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.426,0.081,0.234,0.094,0.518,0.217,0.177,0.002,0.279,0.687,0.001,0.011,0.216515609,0.376636455,0.286002014,0.120845921,10,11,0.351,0.217,0.146,0.101,0.297,13,17.17,8659,2279,b,0.113638948,257.5309753
181,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.426,0.029,0.235,0.097,0.502,0.295,0.179,0.033,0.005,0.641,0.315,0,0.118290258,0.380715706,0.324055666,0.17693837,18,10,0.323,0.178,0.106,0.053,0.255,11,20.38,2309,919,a,0.203773678,224.7835236
191,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.483,0.062,0.213,0.062,0.526,0.153,0.068,0.027,0.082,0.847,0,0.02,0.104063429,0.225966303,0.316154609,0.353815659,8,6,0.277,0.416,0.079,0.095,0.219,13,110.45,1970,1259,b,0.193703252,301.5195618
192,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.052,0.174,0.035,0.512,0.225,0.146,0.007,0.006,0.961,0.009,0.015,0.083417085,0.379899497,0.287437186,0.249246231,11,10,0.293,0.205,0.124,0.078,0.305,13,15.76,2260,940,a,0.132045989,262.9937439
202,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.371,0.088,0.248,0.048,0.476,0.229,0.157,0.028,0.313,0.609,0.028,0.001,0.2,0.42020202,0.253535354,0.126262626,12,12,0.367,0.208,0.131,0.118,0.382,13,37.31,3169,1730,b,0.107108614,360.5400085
209,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.483,0.075,0.309,0.084,0.495,0.303,0.115,0.385,0.003,0.573,0.019,0.014,0.251727542,0.264560711,0.322803554,0.160908193,16,7,0.322,0.162,0.085,0.064,0.261,11,22.46,2380,1979,b,0.147847977,245.3622742
210,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.506,0.055,0.171,0.078,0.49,0.224,0.168,0.008,0.004,0.973,0,0.004,0.135054618,0.417080437,0.31082423,0.137040715,11,10,0.276,0.265,0.095,0.071,0.299,12,19.39,3600,2260,b,0.195064136,286.347168
213,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.384,0.076,0.235,0.062,0.493,0.192,0.203,0.02,0.003,0.957,0.012,0,0.252,0.474,0.19,0.084,9,15,0.314,0.272,0.12,0.068,0.382,14,15.2,3829,5719,a,0.112749127,377.7970886
222,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.615,0.022,0.202,0.113,0.497,0.222,0.203,0.029,0,0.94,0.016,0.002,0.076464747,0.353525323,0.382323734,0.187686197,13,18,0.328,0.241,0.121,0.033,0.32,13,44.1,1409,1389,b,0.223768108,265.203949
223,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.487,0.059,0.212,0.095,0.497,0.2,0.198,0.029,0.076,0.872,0.01,0.006,0.168686869,0.324242424,0.309090909,0.197979798,9,11,0.288,0.214,0.12,0.073,0.257,13,20.45,5260,2250,b,0.148654261,254.2812958
224,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.437,0.045,0.239,0.068,0.515,0.24,0.173,0.034,0.068,0.882,0.007,0.01,0.22310757,0.406374502,0.247011952,0.123505976,12,12,0.365,0.286,0.125,0.08,0.327,14,24.05,3349,2660,a,0.123562532,317.5670471
226,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.503,0.056,0.157,0.058,0.514,0.222,0.15,0.011,0.14,0.793,0,0.022,0.090547264,0.321393035,0.282587065,0.305472637,11,11,0.285,0.19,0.091,0.091,0.232,14,6.3,1699,1059,a,0.161302069,269.9472656
229,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.437,0.035,0.367,0.172,0.514,0.253,0.199,0.326,0.054,0.6,0.007,0,0.189707366,0.369323915,0.286579213,0.154389506,13,12,0.286,0.408,0.107,0.113,0.266,10,51.35,709,3779,a,0.175141998,282.4838562
237,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.418,0.065,0.237,0.078,0.511,0.237,0.163,0.07,0.045,0.871,0,0.006,0.172139303,0.364179104,0.287562189,0.176119403,13,12,0.296,0.202,0.115,0.068,0.293,14,23.87,3119,2339,a,0.129180447,297.7961121
238,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.549,0.045,0.163,0.046,0.512,0.194,0.16,0.016,0.009,0.959,0,0.014,0.07388664,0.336032389,0.267206478,0.322874494,8,9,0.262,0.175,0.091,0.052,0.2,10,12.94,1849,1390,b,0.191287594,222.0409698
241,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.345,0.1,0.24,0.051,0.51,0.213,0.159,0.011,0.013,0.985,0.006,0,0.215075377,0.434170854,0.255276382,0.095477387,11,13,0.371,0.305,0.146,0.098,0.393,13,35.39,4309,3600,a,0.088281457,322.4189148
244,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.48,0.057,0.123,0.027,0.512,0.205,0.167,0.027,0.064,0.86,0.012,0.017,0.095381526,0.353413655,0.322289157,0.228915663,10,11,0.307,0.218,0.113,0.08,0.235,13,9.86,1890,2360,a,0.183469052,302.6008606
247,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.366,0.088,0.283,0.097,0.511,0.24,0.169,0.024,0.369,0.603,0,0.004,0.218875502,0.383534137,0.293172691,0.104417671,13,15,0.352,0.254,0.138,0.13,0.317,13,44.21,8800,8729,b,0.112710313,392.5322876
249,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.285,0.112,0.231,0.076,0.441,0.197,0.172,0.009,0.03,0.953,0.002,0,0.257142857,0.414778325,0.25320197,0.074876847,9,9,0.362,0.314,0.109,0.117,0.368,13,41.15,2940,7699,b,0.140442514,264.8774719
255,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.483,0.115,0.249,0.083,0.492,0.17,0.229,0.012,0,0.751,0.175,0.001,0.113381001,0.369765066,0.331971399,0.184882533,8,13,0.337,0.232,0.119,0.072,0.261,11,20.08,1870,1099,b,0.217293411,255.6519165
266,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.464,0.034,0.322,0.16,0.52,0.222,0.213,0.215,0.018,0.741,0.011,0.004,0.153617443,0.316154609,0.304261645,0.225966303,11,11,0.292,0.248,0.107,0.075,0.285,9,30.93,2080,2410,a,0.163453375,243.1166992
267,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.514,0.041,0.181,0.13,0.459,0.167,0.173,0.01,0,0.967,0.003,0.01,0.10990099,0.337623762,0.301980198,0.25049505,21,3,0.316,0.425,0.102,0.076,0.301,10,110.45,709,3650,a,0.247999969,141.9345245
268,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.293,0.13,0.301,0.178,0.503,0.297,0.136,0.066,0.004,0.185,0.733,0,0.226,0.333,0.332,0.109,14,9,0.32,0.182,0.147,0.072,0.218,10,58.35,1489,2920,a,0.149535459,209.8057556
269,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.453,0.068,0.155,0.066,0.492,0.182,0.201,0.007,0.023,0.958,0,0.003,0.134,0.491,0.224,0.151,9,13,0.328,0.214,0.118,0.084,0.279,13,17.33,2310,2400,a,0.174029274,284.8404846
272,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.498,0.055,0.198,0.052,0.516,0.221,0.195,0.021,0.095,0.84,0.011,0.012,0.183282981,0.41591138,0.251762336,0.149043303,11,11,0.349,0.267,0.118,0.093,0.284,14,28.11,3189,2069,a,0.170361513,361.0880127
277,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.456,0.075,0.245,0.077,0.486,0.273,0.121,0.047,0.005,0.918,0,0.009,0.176470588,0.44666002,0.273180459,0.103688933,12,12,0.313,0.453,0.115,0.104,0.36,13,40.04,8560,2870,b,0.164550397,367.1174927
281,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.479,0.069,0.256,0.074,0.512,0.242,0.128,0.389,0.099,0.438,0.015,0.065,0.177532598,0.346038114,0.211634905,0.264794383,13,7,0.24,0.173,0.09,0.089,0.249,11,5.91,1459,1739,a,0.159143198,248.935379
283,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.413,0.069,0.383,0.184,0.513,0.329,0.107,0.039,0,0.298,0.643,0,0.146914789,0.344760039,0.353574927,0.154750245,21,12,0.37,0.267,0.131,0.063,0.286,11,76.05,1630,1179,a,0.145322327,292.5713806
